mass1,mass2,mass3
3.9269908169872427,2.7143360527015816,5.0893800988154645
8.624709129333496,8.722993850708008,7.652987003326416
8.624709129333496,8.722993850708008,7.652987003326416
6.378547668457031,7.016170024871826,4.298869609832764
6.378547668457031,7.016170024871826,4.298869609832764
6.081082344055176,6.608208656311035,2.547222137451172
6.081082344055176,6.608208656311035,2.547222137451172
2.650024652481079,3.033712863922119,8.447768211364746
2.650024652481079,3.033712863922119,8.447768211364746
4.576623439788818,8.81141471862793,4.892604827880859
4.576623439788818,8.81141471862793,4.892604827880859
2.8221521377563477,6.257543563842773,3.8527560234069824
2.8221521377563477,6.257543563842773,3.8527560234069824
2.275324821472168,4.9580559730529785,8.6389741897583
2.275324821472168,4.9580559730529785,8.6389741897583
9.428508758544922,1.9124778509140015,6.33768367767334
9.428508758544922,1.9124778509140015,6.33768367767334
7.644052505493164,1.3554881811141968,7.03644323348999
7.644052505493164,1.3554881811141968,7.03644323348999
6.791659355163574,6.153970241546631,3.2725539207458496
6.791659355163574,6.153970241546631,3.2725539207458496
8.570738792419434,2.0336318016052246,6.686522006988525
8.570738792419434,2.0336318016052246,6.686522006988525
9.543037414550781,2.140577793121338,9.185685157775879
9.543037414550781,2.140577793121338,9.185685157775879
7.039628982543945,5.577116966247559,2.898876905441284
7.039628982543945,5.577116966247559,2.898876905441284
6.454169750213623,6.802000522613525,4.267757415771484
6.454169750213623,6.802000522613525,4.267757415771484
8.050249099731445,3.116462469100952,4.574017524719238
8.050249099731445,3.116462469100952,4.574017524719238
6.011277675628662,3.3164947032928467,8.587271690368652
6.011277675628662,3.3164947032928467,8.587271690368652
5.928773880004883,1.5468453168869019,8.906163215637207
5.928773880004883,1.5468453168869019,8.906163215637207
1.8481614589691162,9.931910514831543,1.3908590078353882
1.8481614589691162,9.931910514831543,1.3908590078353882
6.311230659484863,4.890419960021973,8.051545143127441
6.311230659484863,4.890419960021973,8.051545143127441
5.6396636962890625,2.369835376739502,5.960165977478027
7.861589431762695,4.730045318603516,4.062223434448242
3.765122413635254,7.3613176345825195,1.067563772201538
3.765122413635254,7.3613176345825195,1.067563772201538
3.585294008255005,2.3427374362945557,9.46839714050293
3.585294008255005,2.3427374362945557,9.46839714050293
5.437403202056885,2.541679620742798,7.600813388824463
5.437403202056885,2.541679620742798,7.600813388824463
2.640334367752075,9.092118263244629,7.173935413360596
2.640334367752075,9.092118263244629,7.173935413360596
6.341811180114746,3.765113353729248,2.398308753967285
6.341811180114746,3.765113353729248,2.398308753967285
6.905067443847656,2.0190629959106445,1.117352843284607
6.905067443847656,2.0190629959106445,1.117352843284607
9.80431079864502,1.9743568897247314,8.0283842086792
9.80431079864502,1.9743568897247314,8.0283842086792
8.451390266418457,8.077561378479004,8.486188888549805
8.451390266418457,8.077561378479004,8.486188888549805
9.444281578063965,3.5663812160491943,3.7741055488586426
9.444281578063965,3.5663812160491943,3.7741055488586426
9.339427947998047,6.693963050842285,3.534799814224243
9.339427947998047,6.693963050842285,3.534799814224243
1.4418840408325195,7.8504638671875,9.148153305053711
1.4418840408325195,7.8504638671875,9.148153305053711
2.182709217071533,9.945985794067383,4.965928554534912
2.182709217071533,9.945985794067383,4.965928554534912
3.938992500305176,2.9433181285858154,8.107806205749512
3.938992500305176,2.9433181285858154,8.107806205749512
6.228357315063477,6.171109199523926,6.183403015136719
6.228357315063477,6.171109199523926,6.183403015136719
7.227304935455322,9.33976936340332,8.806781768798828
7.227304935455322,9.33976936340332,8.806781768798828
3.1894426345825195,1.3169236183166504,6.37603759765625
3.1894426345825195,1.3169236183166504,6.37603759765625
3.822704315185547,3.715991497039795,1.4356791973114014
3.822704315185547,3.715991497039795,1.4356791973114014
8.556757926940918,6.1835713386535645,6.072454452514648
8.556757926940918,6.1835713386535645,6.072454452514648
6.509054183959961,5.8310370445251465,7.17344856262207
6.509054183959961,5.8310370445251465,7.17344856262207
5.587234020233154,7.633986949920654,5.177297592163086
7.97597074508667,1.0422227382659912,4.080002784729004
9.972509384155273,3.268125057220459,1.3450138568878174
9.972509384155273,3.268125057220459,1.3450138568878174
4.260558128356934,7.861047267913818,8.443122863769531
4.260558128356934,7.861047267913818,8.443122863769531
3.847201347351074,8.124226570129395,4.546549320220947
3.847201347351074,8.124226570129395,4.546549320220947
7.9028120040893555,7.100377082824707,8.366157531738281
7.9028120040893555,7.100377082824707,8.366157531738281
7.4731526374816895,1.0485072135925293,7.5744524002075195
7.4731526374816895,1.0485072135925293,7.5744524002075195
3.8418445587158203,1.872887372970581,4.789712429046631
3.8418445587158203,1.872887372970581,4.789712429046631
5.714901924133301,2.5460193157196045,8.60265064239502
5.714901924133301,2.5460193157196045,8.60265064239502
8.876917839050293,2.5638420581817627,9.544873237609863
8.876917839050293,2.5638420581817627,9.544873237609863
7.304080963134766,4.738102436065674,1.2219107151031494
7.304080963134766,4.738102436065674,1.2219107151031494
2.399061679840088,3.6358354091644287,9.84114933013916
2.399061679840088,3.6358354091644287,9.84114933013916
7.953320026397705,9.017740249633789,4.61729621887207
7.953320026397705,9.017740249633789,4.61729621887207
2.867382287979126,8.8107271194458,6.775108337402344
2.867382287979126,8.8107271194458,6.775108337402344
7.856462478637695,4.810449123382568,8.324095726013184
7.856462478637695,4.810449123382568,8.324095726013184
1.398531198501587,9.55031967163086,5.36246919631958
1.398531198501587,9.55031967163086,5.36246919631958
8.233917236328125,9.322113990783691,2.694270372390747
8.233917236328125,9.322113990783691,2.694270372390747
9.9890775680542,9.434622764587402,2.38942813873291
9.9890775680542,9.434622764587402,2.38942813873291
7.750731468200684,2.9862148761749268,1.3322954177856445
7.750731468200684,2.9862148761749268,1.3322954177856445
8.748029708862305,3.7573399543762207,4.725653648376465
8.748029708862305,3.7573399543762207,4.725653648376465
4.020229339599609,6.189816951751709,5.682943344116211
