mass1,mass2,mass3
3.9269908169872427,2.7143360527015816,5.0893800988154645
1.9371075630187988,3.80865216255188,1.5189940929412842
1.9371075630187988,3.80865216255188,1.5189940929412842
4.730899810791016,4.638988494873047,1.9093844890594482
4.730899810791016,4.638988494873047,1.9093844890594482
8.843611717224121,5.13636589050293,1.4481722116470337
8.843611717224121,5.13636589050293,1.4481722116470337
3.328577995300293,8.481246948242188,6.738286972045898
3.328577995300293,8.481246948242188,6.738286972045898
2.4345779418945312,9.390307426452637,4.721011161804199
2.4345779418945312,9.390307426452637,4.721011161804199
6.179393291473389,9.226109504699707,9.073895454406738
6.179393291473389,9.226109504699707,9.073895454406738
6.761943817138672,2.066521644592285,4.5112080574035645
6.761943817138672,2.066521644592285,4.5112080574035645
7.796150207519531,8.92005729675293,8.936729431152344
7.796150207519531,8.92005729675293,8.936729431152344
3.6896095275878906,3.747650146484375,3.7724597454071045
3.6896095275878906,3.747650146484375,3.7724597454071045
8.56814956665039,6.653141021728516,8.765809059143066
8.56814956665039,6.653141021728516,8.765809059143066
7.353043079376221,7.5598931312561035,6.239514350891113
7.353043079376221,7.5598931312561035,6.239514350891113
7.632614612579346,8.255453109741211,7.912868976593018
7.632614612579346,8.255453109741211,7.912868976593018
5.251594066619873,3.774158000946045,7.605875015258789
5.251594066619873,3.774158000946045,7.605875015258789
7.705051898956299,1.4668575525283813,8.877915382385254
7.705051898956299,1.4668575525283813,8.877915382385254
2.2115139961242676,6.47832727432251,5.93876838684082
2.2115139961242676,6.47832727432251,5.93876838684082
7.151532173156738,1.2593876123428345,3.518645763397217
7.151532173156738,1.2593876123428345,3.518645763397217
2.1305155754089355,2.598776340484619,8.480321884155273
2.1305155754089355,2.598776340484619,8.480321884155273
6.076469898223877,7.993637561798096,8.027379989624023
6.076469898223877,7.993637561798096,8.027379989624023
5.7900238037109375,9.673656463623047,5.940089225769043
5.7900238037109375,9.673656463623047,5.940089225769043
7.61054801940918,4.659090042114258,8.503144264221191
4.750527381896973,9.217473983764648,7.607221603393555
7.520514488220215,4.773789882659912,7.478673934936523
7.520514488220215,4.773789882659912,7.478673934936523
8.000457763671875,3.6494028568267822,3.8621668815612793
8.000457763671875,3.6494028568267822,3.8621668815612793
2.0663747787475586,2.4189577102661133,1.392930507659912
2.0663747787475586,2.4189577102661133,1.392930507659912
6.142497539520264,1.2521220445632935,1.9641543626785278
6.142497539520264,1.2521220445632935,1.9641543626785278
5.02557373046875,5.774622440338135,1.2594316005706787
5.02557373046875,5.774622440338135,1.2594316005706787
8.752635955810547,8.365238189697266,2.3099377155303955
8.752635955810547,8.365238189697266,2.3099377155303955
7.384820938110352,2.1251964569091797,2.2595772743225098
7.384820938110352,2.1251964569091797,2.2595772743225098
